id_pedido,fecha_pedido,id_cliente,producto,cantidad,ciudad_envio,metodo_pago,canal_venta,calificacion_cliente,categoria,precio_unitario,total_pedido,estado_pedido
ORD-11256,2024-05-11 14:12:11,CUST-1192,"Monitor Curvo 27""",1,Guadalajara,PayPal,App movil,4.0,Computo,6956.46,6956.46,Devuelto
ORD-10449,2024-05-25 13:19:39,CUST-1117,Teclado Mecanico RGB,1,Monterrey,PayPal,Marketplace,5.0,Accesorios,1040.33,1040.33,Completado
ORD-10375,2024-12-01 10:01:20,CUST-1030,Webcam HD 1080p,3,Queretaro,Tarjeta de credito,App movil,4.0,Accesorios,656.2,1968.6,Completado
ORD-11085,2024-12-13 07:13:09,CUST-1038,Webcam HD 1080p,3,Guadalajara,Transferencia,Sitio web,4.0,Accesorios,705.94,2117.82,Cancelado
ORD-10124,2024-08-22 14:30:33,CUST-1270,Laptop Ultrabook Air,1,Guadalajara,Tarjeta de credito,Sitio web,4.0,Computo,15366.77,15366.77,Completado
ORD-11002,2024-04-04 05:58:16,CUST-1233,Router WiFi 6,1,Tijuana,Tarjeta de debito,Sitio web,4.0,Redes,1679.1,1679.1,Completado
ORD-11918,2024-02-26 12:26:39,CUST-1043,Laptop Gamer X15,4,Ciudad de Mexico,Tarjeta de credito,Sitio web,5.0,Computo,18412.86,73651.44,Completado
ORD-11250,2024-09-02 20:04:13,CUST-1326,Cargador USB-C 65W,1,Ciudad de Mexico,Tarjeta de debito,App movil,5.0,Accesorios,440.36,440.36,Completado
ORD-10615,2024-03-06 12:46:40,CUST-1302,Bocina Portatil,3,Ciudad de Mexico,Efectivo contra entrega,Marketplace,4.0,Accesorios,872.44,2617.32,Devuelto
ORD-11902,2024-11-29 01:34:59,CUST-1386,Teclado Mecanico RGB,1,Merida,Tarjeta de credito,Sitio web,5.0,Accesorios,1108.19,1108.19,Completado
ORD-11935,2024-08-07 13:47:48,CUST-1040,"Monitor Curvo 27""",1,Puebla,PayPal,Sitio web,5.0,Computo,5978.02,5978.02,Completado
ORD-10081,2024-11-19 14:41:16,CUST-1211,Audifonos Bluetooth,1,Queretaro,PayPal,App movil,4.0,Accesorios,967.25,967.25,Completado
ORD-10516,2024-10-28 04:38:13,CUST-1048,Router WiFi 6,2,Puebla,Tarjeta de debito,Sitio web,5.0,Redes,1874.64,3749.28,Completado
ORD-10212,2024-01-12 06:18:05,CUST-1176,"Monitor Curvo 27""",1,Tijuana,Transferencia,App movil,5.0,Computo,5889.79,5889.79,Completado
ORD-10071,2024-04-29 14:51:52,CUST-1085,Disco SSD 1TB,3,Puebla,Tarjeta de credito,Marketplace,3.0,Almacenamiento,1271.25,3813.75,Completado
ORD-10964,2024-04-12 02:47:24,CUST-1313,Disco SSD 1TB,2,Puebla,PayPal,App movil,5.0,Almacenamiento,1329.56,2659.12,Cancelado
ORD-10020,2024-10-02 10:08:55,CUST-1344,Tablet 10 pulgadas,1,Queretaro,PayPal,Sitio web,5.0,Computo,4260.2,4260.2,Completado
ORD-10782,2024-08-28 16:11:27,CUST-1261,"Monitor Curvo 27""",1,Puebla,Tarjeta de credito,Sitio web,5.0,Computo,5967.53,5967.53,Devuelto
ORD-10191,2024-01-09 00:53:26,CUST-1161,Router WiFi 6,1,Queretaro,Efectivo contra entrega,Sitio web,5.0,Redes,1837.94,1837.94,Cancelado
ORD-11988,2024-05-05 19:13:17,CUST-1053,Mouse Inalambrico Pro,4,Merida,Tarjeta de credito,App movil,5.0,Accesorios,312.41,1249.64,Devuelto
ORD-11814,2024-08-11 19:20:13,CUST-1055,Mouse Inalambrico Pro,2,Monterrey,Efectivo contra entrega,Sitio web,2.0,Accesorios,301.02,602.04,Completado
ORD-10744,2024-06-26 06:36:52,CUST-1084,Webcam HD 1080p,1,Tijuana,PayPal,App movil,2.0,Accesorios,667.54,667.54,Cancelado
ORD-10636,2024-04-29 23:03:15,CUST-1151,Router WiFi 6,5,Tijuana,Tarjeta de credito,Sitio web,3.0,Redes,1701.83,8509.15,Completado
ORD-10892,2024-05-18 04:16:21,CUST-1222,Cargador USB-C 65W,3,,Tarjeta de debito,Marketplace,5.0,Accesorios,399.15,1197.45,Completado
ORD-10409,2024-12-15 17:30:54,CUST-1289,Router WiFi 6,4,monterrey,Tarjeta de credito,App movil,5.0,Redes,1563.98,6255.92,Completado
ORD-11485,2024-06-20 09:08:29,CUST-1388,Tablet 10 pulgadas,1,Monterrey,Tarjeta de debito,App movil,5.0,Computo,4253.76,4253.76,Completado
ORD-10393,2024-10-24 17:08:47,CUST-1377,Impresora Multifuncional,5,Ciudad de Mexico,PayPal,App movil,5.0,Oficina,2657.64,13288.2,Cancelado
ORD-10985,2024-01-26 12:12:05,CUST-1252,Mouse Inalambrico Pro,3,Ciudad de Mexico,Tarjeta de debito,Sitio web,5.0,Accesorios,310.55,931.65,Completado
ORD-11109,2024-01-17 16:34:32,CUST-1194,Webcam HD 1080p,3,Guadalajara,Tarjeta de credito,App movil,4.0,Accesorios,730.57,2191.71,Completado
ORD-11534,2024-01-28 06:21:27,CUST-1135,Smartwatch Fit,5,Monterrey,Efectivo contra entrega,Marketplace,1.0,Wearables,2349.05,11745.25,Cancelado
ORD-10096,2024-02-09 10:04:38,CUST-1112,Mouse Inalambrico Pro,2,Puebla,Tarjeta de credito,App movil,,Accesorios,299.68,599.36,Devuelto
ORD-10675,2024-10-22 10:19:33,CUST-1068,Webcam HD 1080p,1,Queretaro,Efectivo contra entrega,Sitio web,5.0,Accesorios,702.13,702.13,Completado
ORD-11741,2024-05-13 20:10:18,CUST-1238,Laptop Gamer X15,2,Merida,Tarjeta de credito,App movil,3.0,Computo,18832.65,37665.3,Completado
ORD-11218,2024-02-17 02:25:52,CUST-1388,Laptop Gamer X15,1,Merida,Tarjeta de credito,App movil,4.0,Computo,18830.43,18830.43,Completado
ORD-10903,2024-08-09 21:05:17,CUST-1159,Mouse Inalambrico Pro,3,Monterrey,Tarjeta de debito,Sitio web,,Accesorios,313.7,941.1,Completado
ORD-10959,2024-03-27 22:28:31,CUST-1081,Teclado Mecanico RGB,2,Queretaro,Tarjeta de credito,App movil,5.0,Accesorios,1068.24,2136.48,Cancelado
ORD-11912,2024-07-26 08:47:59,CUST-1072,Tablet 10 pulgadas,5,Merida,Tarjeta de debito,Marketplace,5.0,Computo,4407.86,22039.3,Cancelado
ORD-10170,2024-12-18 01:13:13,CUST-1087,Webcam HD 1080p,3,tijuana,Transferencia,Marketplace,,Accesorios,689.09,2067.27,Completado
ORD-11094,2024-03-20 03:38:57,CUST-1215,Disco SSD 1TB,5,Monterrey,Efectivo contra entrega,Marketplace,5.0,Almacenamiento,1348.84,6744.2,Completado
ORD-10183,2024-06-10 03:09:37,CUST-1053,"Monitor Curvo 27""",3,Tijuana,Tarjeta de credito,Marketplace,2.0,Computo,6103.31,18309.93,Cancelado
ORD-11533,2024-05-12 14:28:07,CUST-1031,"Monitor Curvo 27""",1,Merida,Tarjeta de credito,Sitio web,5.0,Computo,6702.37,6702.37,Completado
ORD-10097,2024-05-11 11:54:11,CUST-1087,Webcam HD 1080p,1,Tijuana,Tarjeta de debito,App movil,,Accesorios,644.17,644.17,Completado
ORD-11946,2024-12-16 23:44:22,CUST-1108,Bocina Portatil,1,Tijuana,Tarjeta de debito,App movil,,Accesorios,870.92,870.92,Completado
ORD-11820,2024-01-30 06:48:51,CUST-1322,Silla Ergonomica,4,Puebla,Tarjeta de credito,Sitio web,4.0,Oficina,2988.15,11952.6,Completado
ORD-11231,2024-03-25 20:28:47,CUST-1099,Bocina Portatil,1,Puebla,Tarjeta de credito,App movil,,Accesorios,829.41,829.41,Cancelado
ORD-11803,2024-11-25 20:38:22,CUST-1146,Laptop Ultrabook Air,4,Queretaro,Efectivo contra entrega,App movil,5.0,Computo,13193.69,52774.76,Completado
ORD-10942,2024-07-16 00:05:41,CUST-1281,Cargador USB-C 65W,3,Puebla,Tarjeta de credito,Marketplace,4.0,Accesorios,444.03,1332.09,Completado
ORD-11590,2024-10-20 15:45:28,CUST-1231,Teclado Mecanico RGB,1,Ciudad de Mexico,Transferencia,Sitio web,2.0,Accesorios,1258.57,1258.57,Completado
ORD-10267,2024-07-03 22:53:11,CUST-1282,Laptop Gamer X15,1,Queretaro,Tarjeta de credito,App movil,5.0,Computo,16996.09,16996.09,Completado
ORD-10102,2024-06-15 06:20:36,CUST-1313,Cargador USB-C 65W,1,Monterrey,Transferencia,App movil,3.0,Accesorios,390.41,390.41,Completado
ORD-10794,2024-10-30 17:46:19,CUST-1136,Bocina Portatil,3,Merida,Tarjeta de credito,Marketplace,5.0,Accesorios,832.06,2496.18,Completado
ORD-10790,2024-06-16 22:54:15,CUST-1186,Smartwatch Fit,3,Queretaro,PayPal,Sitio web,4.0,Wearables,2368.37,7105.11,Devuelto
ORD-10665,2024-05-12 15:09:59,CUST-1369,Webcam HD 1080p,4,Merida,PayPal,App movil,,Accesorios,638.87,2555.48,Devuelto
ORD-11658,2024-04-13 23:46:40,CUST-1340,Audifonos Bluetooth,2,Queretaro,PayPal,App movil,5.0,Accesorios,975.93,1951.86,Completado
ORD-11963,2024-07-03 07:03:10,CUST-1337,Cargador USB-C 65W,4,Monterrey,Efectivo contra entrega,Sitio web,5.0,Accesorios,408.79,1635.16,Completado
ORD-11990,2024-02-25 16:53:10,CUST-1354,Disco SSD 1TB,1,Guadalajara,Transferencia,Sitio web,5.0,Almacenamiento,1298.75,1298.75,Completado
ORD-11532,2024-05-17 08:48:18,CUST-1062,Bocina Portatil,1,Ciudad de Mexico,Tarjeta de credito,App movil,2.0,Accesorios,849.69,849.69,Devuelto
ORD-10431,2024-06-05 17:58:47,CUST-1124,"Monitor Curvo 27""",1,Queretaro,Tarjeta de debito,App movil,5.0,Computo,6794.61,6794.61,Devuelto
ORD-10633,2024-09-23 00:36:42,CUST-1016,Cargador USB-C 65W,1,Monterrey,Tarjeta de credito,Sitio web,3.0,Accesorios,408.88,408.88,Completado
ORD-10773,2024-09-15 15:51:58,CUST-1098,Teclado Mecanico RGB,5,tijuana,Transferencia,App movil,2.0,Accesorios,1064.41,5322.05,Completado
ORD-11225,2024-01-01 22:20:07,CUST-1021,Router WiFi 6,1,Ciudad de Mexico,Tarjeta de credito,App movil,3.0,Redes,1558.07,1558.07,Completado
ORD-11827,2024-05-21 08:08:29,CUST-1154,Audifonos Bluetooth,1,Ciudad de Mexico,Tarjeta de debito,Sitio web,4.0,Accesorios,828.02,828.02,Completado
ORD-11683,2024-08-07 11:19:30,CUST-1162,Smartwatch Fit,4,Merida,Efectivo contra entrega,App movil,5.0,Wearables,2407.78,9631.12,Completado
ORD-10993,2024-03-15 23:28:43,CUST-1241,Silla Ergonomica,2,Tijuana,Tarjeta de credito,Sitio web,2.0,Oficina,2815.73,5631.46,Devuelto
ORD-10235,2024-03-08 15:53:10,CUST-1200,Silla Ergonomica,1,Puebla,Tarjeta de debito,App movil,4.0,Oficina,3015.59,3015.59,Completado
ORD-11385,2024-03-02 04:59:43,CUST-1222,Laptop Gamer X15,2,Monterrey,Tarjeta de debito,Sitio web,3.0,Computo,17434.17,34868.34,Completado
ORD-10763,2024-11-16 06:16:51,CUST-1272,Cargador USB-C 65W,5,Merida,Tarjeta de debito,App movil,3.0,Accesorios,420.74,2103.7,Completado
ORD-11152,2024-02-27 12:13:36,CUST-1060,Disco SSD 1TB,2,Ciudad de Mexico,PayPal,App movil,5.0,Almacenamiento,1366.61,2733.22,Completado
ORD-11615,2024-04-02 14:11:09,CUST-1104,Silla Ergonomica,1,Merida,Transferencia,App movil,1.0,Oficina,3047.55,3047.55,Completado
ORD-11017,2024-02-19 08:59:17,CUST-1164,"Monitor Curvo 27""",2,Tijuana,Efectivo contra entrega,Sitio web,2.0,Computo,6905.17,13810.34,Completado
ORD-11923,2024-06-23 14:33:27,CUST-1245,Impresora Multifuncional,1,Merida,Tarjeta de debito,App movil,3.0,Oficina,2629.56,2629.56,Completado
ORD-10154,2024-08-18 02:01:10,CUST-1311,"Monitor Curvo 27""",1,Puebla,Transferencia,Sitio web,5.0,Computo,6739.46,6739.46,Devuelto
ORD-11159,2024-08-08 10:37:06,CUST-1136,Bocina Portatil,2,Queretaro,Tarjeta de debito,App movil,,Accesorios,764.2,1528.4,Completado
ORD-10724,2024-07-10 05:07:05,CUST-1083,Disco SSD 1TB,2,Guadalajara,Tarjeta de debito,App movil,3.0,Almacenamiento,1396.11,2792.22,Completado
ORD-11688,2024-10-08 01:56:10,CUST-1087,Smartwatch Fit,4,Merida,Efectivo contra entrega,Sitio web,5.0,Wearables,2376.42,9505.68,Cancelado
ORD-11858,2024-04-14 04:03:15,CUST-1324,Audifonos Bluetooth,1,Merida,Efectivo contra entrega,Sitio web,5.0,Accesorios,876.15,876.15,Completado
ORD-10176,2024-09-26 11:12:32,CUST-1157,Impresora Multifuncional,4,Guadalajara,Efectivo contra entrega,App movil,3.0,Oficina,2627.44,10509.76,Completado
ORD-11785,2024-06-16 10:54:02,CUST-1237,Tablet 10 pulgadas,2,Ciudad de Mexico,Tarjeta de credito,App movil,4.0,Computo,4241.98,8483.96,Cancelado
ORD-11182,2024-01-31 04:57:18,CUST-1240,Smartwatch Fit,3,Merida,Tarjeta de credito,App movil,4.0,Wearables,2676.82,8030.46,Completado
ORD-11804,2024-04-23 01:44:40,CUST-1003,Impresora Multifuncional,3,Guadalajara,Tarjeta de credito,Sitio web,4.0,Oficina,2826.78,8480.34,Cancelado
ORD-10654,2024-11-29 22:25:58,CUST-1229,Cargador USB-C 65W,2,Puebla,Efectivo contra entrega,Marketplace,5.0,Accesorios,401.01,802.02,Completado
ORD-10669,2024-03-26 18:11:05,CUST-1101,Mouse Inalambrico Pro,2,Monterrey,Tarjeta de debito,Marketplace,,Accesorios,340.43,680.86,Completado
ORD-11414,2024-11-02 04:10:51,CUST-1065,Silla Ergonomica,1,Ciudad de Mexico,PayPal,Marketplace,4.0,Oficina,2791.84,2791.84,Completado
ORD-10614,2024-11-03 02:35:27,CUST-1328,Laptop Gamer X15,3,Merida,Tarjeta de credito,App movil,3.0,Computo,15733.7,47201.1,Completado
ORD-11296,2024-08-01 20:21:05,CUST-1170,Cargador USB-C 65W,2,Puebla,Tarjeta de debito,App movil,5.0,Accesorios,426.53,853.06,Completado
ORD-10674,2024-11-26 09:02:34,CUST-1072,Teclado Mecanico RGB,2,Queretaro,Tarjeta de debito,App movil,4.0,Accesorios,1231.51,2463.02,Completado
ORD-11028,2024-09-26 20:36:44,CUST-1301,Router WiFi 6,2,Ciudad de Mexico,Tarjeta de debito,App movil,4.0,Redes,1535.72,3071.44,Completado
ORD-10451,2024-03-12 15:45:07,CUST-1088, Laptop Gamer X15  ,1,Tijuana,Transferencia,Marketplace,,Computo,16938.93,16938.93,Completado
ORD-11396,2024-05-06 04:41:20,CUST-1363,Laptop Gamer X15,1,Ciudad de Mexico,PayPal,Sitio web,4.0,Computo,18114.71,18114.71,Cancelado
ORD-11537,2024-05-10 15:18:53,CUST-1019,Tablet 10 pulgadas,2,Tijuana,Tarjeta de credito,Marketplace,5.0,Computo,4022.44,8044.88,Completado
ORD-11995,2024-10-11 09:33:59,CUST-1001,Tablet 10 pulgadas,4,Monterrey,Tarjeta de debito,App movil,5.0,Computo,4385.85,17543.4,Completado
ORD-10841,2024-07-17 02:33:01,CUST-1216,Laptop Ultrabook Air,1,Guadalajara,Tarjeta de credito,Sitio web,1.0,Computo,15646.12,15646.12,Completado
ORD-11474,2024-05-09 20:36:08,CUST-1391,Laptop Ultrabook Air,1,Queretaro,Tarjeta de credito,Sitio web,3.0,Computo,15864.29,15864.29,Completado
ORD-11854,2024-04-29 19:35:56,CUST-1075,Laptop Ultrabook Air,3,Puebla,Tarjeta de debito,App movil,3.0,Computo,14625.95,43877.85,Devuelto
ORD-10532,2024-10-18 07:07:55,CUST-1204,Webcam HD 1080p,1,Monterrey,Tarjeta de credito,App movil,1.0,Accesorios,700.49,700.49,Devuelto
ORD-11622,2024-12-12 18:16:13,CUST-1039,Audifonos Bluetooth,3,Guadalajara,PayPal,App movil,4.0,Accesorios,817.22,2451.66,Completado
ORD-10190,2024-06-05 08:05:41,CUST-1359,Impresora Multifuncional,1,Monterrey,Tarjeta de debito,App movil,,Oficina,2927.49,2927.49,Devuelto
ORD-11657,2024-07-29 23:16:19,CUST-1373,Audifonos Bluetooth,4,Queretaro,PayPal,App movil,,Accesorios,845.05,3380.2,Completado
ORD-11081,2024-12-24 01:28:10,CUST-1199,Teclado Mecanico RGB,1,Ciudad de Mexico,Tarjeta de debito,Sitio web,4.0,Accesorios,1079.05,1079.05,Devuelto
ORD-10437,2024-03-28 21:52:56,CUST-1131,Audifonos Bluetooth,1,Queretaro,Efectivo contra entrega,App movil,5.0,Accesorios,807.7,807.7,Completado
ORD-10562,2024-01-04 22:33:57,CUST-1019,Audifonos Bluetooth,1,Merida,PayPal,App movil,5.0,Accesorios,871.9,871.9,Completado
ORD-10658,2024-08-01 06:17:24,CUST-1221,Bocina Portatil,1,Guadalajara,Tarjeta de credito,Sitio web,4.0,Accesorios,889.93,889.93,Cancelado
ORD-11131,2024-10-03 19:47:29,CUST-1119,Laptop Ultrabook Air,2,,PayPal,Sitio web,5.0,Computo,13201.93,26403.86,Completado
ORD-10403,2024-11-10 23:14:22,CUST-1224, Laptop Ultrabook Air  ,1,Guadalajara,Tarjeta de credito,Marketplace,,Computo,14677.35,14677.35,Devuelto
ORD-11471,2024-08-23 15:30:54,CUST-1119,Impresora Multifuncional,2,Ciudad de Mexico,Tarjeta de debito,App movil,,Oficina,2526.78,5053.56,Cancelado
ORD-10028,2024-09-08 04:26:26,CUST-1235,Laptop Ultrabook Air,1,Guadalajara,Efectivo contra entrega,Sitio web,3.0,Computo,13528.44,13528.44,Completado
ORD-11655,2024-06-03 01:25:03,CUST-1078,Bocina Portatil,3,Queretaro,Tarjeta de credito,Marketplace,,Accesorios,785.16,2355.48,Devuelto
ORD-10396,2024-11-26 16:32:11,CUST-1362,Teclado Mecanico RGB,2,Ciudad de Mexico,Tarjeta de debito,Sitio web,5.0,Accesorios,1192.14,2384.28,Cancelado
ORD-10755,2024-10-04 13:05:30,CUST-1391,Router WiFi 6,1,Merida,Transferencia,App movil,,Redes,1593.82,1593.82,Completado
ORD-11266,2024-11-27 13:00:26,CUST-1189,Disco SSD 1TB,1,Merida,PayPal,App movil,4.0,Almacenamiento,1232.9,1232.9,Devuelto
ORD-11138,2024-07-02 05:29:30,CUST-1017,Cargador USB-C 65W,3,Queretaro,Transferencia,App movil,3.0,Accesorios,461.21,1383.63,Completado
ORD-10300,2024-01-16 06:33:18,CUST-1195,Mouse Inalambrico Pro,2,Ciudad de Mexico,Tarjeta de debito,App movil,5.0,Accesorios,332.2,664.4,Completado
ORD-11011,2024-05-29 17:07:59,CUST-1031,Laptop Ultrabook Air,1,Queretaro,Tarjeta de debito,App movil,,Computo,13594.91,13594.91,Completado
ORD-10591,2024-02-11 12:25:57,CUST-1184,Router WiFi 6,1,,Tarjeta de debito,Sitio web,,Redes,1830.04,1830.04,Completado
ORD-11381,2024-06-23 19:48:04,CUST-1097,Laptop Gamer X15,2,Ciudad de Mexico,Tarjeta de credito,Sitio web,5.0,Computo,17180.94,34361.88,Completado
ORD-10775,2024-07-03 14:22:35,CUST-1008,Impresora Multifuncional,5,Guadalajara,Tarjeta de debito,Marketplace,2.0,Oficina,2388.61,11943.05,Completado
ORD-11190,2024-09-18 11:40:05,CUST-1280,Mouse Inalambrico Pro,2,Tijuana,Tarjeta de debito,Marketplace,5.0,Accesorios,358.01,716.02,Completado
ORD-11055,2024-03-10 18:31:07,CUST-1318,Router WiFi 6,1,Queretaro,Tarjeta de credito,App movil,4.0,Redes,1668.2,1668.2,Devuelto
ORD-11374,2024-10-09 19:39:56,CUST-1295,Router WiFi 6,2,Merida,Tarjeta de debito,App movil,4.0,Redes,1788.32,3576.64,Cancelado
ORD-10629,2024-12-08 11:59:45,CUST-1276,Laptop Gamer X15,3,Merida,Tarjeta de debito,Sitio web,4.0,Computo,15982.95,47948.85,Cancelado
ORD-11415,2024-01-27 13:02:59,CUST-1375,Tablet 10 pulgadas,5,Guadalajara,PayPal,App movil,3.0,Computo,3900.75,19503.75,Completado
ORD-10049,2024-10-18 08:21:29,CUST-1186,Mouse Inalambrico Pro,4,Guadalajara,PayPal,Sitio web,4.0,Accesorios,313.76,1255.04,Completado
ORD-11627,2024-05-31 23:23:15,CUST-1239,Router WiFi 6,1,Puebla,Tarjeta de debito,Sitio web,5.0,Redes,1760.17,1760.17,Completado
ORD-11377,2024-03-02 10:21:38,CUST-1226,Smartwatch Fit,3,Puebla,Tarjeta de credito,App movil,5.0,Wearables,2711.03,8133.09,Completado
ORD-11254,2024-10-29 18:49:12,CUST-1322,Smartwatch Fit,2,Puebla,Tarjeta de credito,App movil,4.0,Wearables,2482.29,4964.58,Cancelado
ORD-10814,2024-06-08 00:24:03,CUST-1361, Teclado Mecanico RGB  ,4,Puebla,Tarjeta de credito,Sitio web,,Accesorios,1068.64,4274.56,Cancelado
ORD-10469,2024-09-12 07:49:32,CUST-1367,Webcam HD 1080p,1,Merida,Tarjeta de credito,Sitio web,3.0,Accesorios,693.41,693.41,Completado
ORD-10891,2024-06-12 02:09:00,CUST-1159,"Monitor Curvo 27""",4,,Tarjeta de debito,App movil,3.0,Computo,6890.25,27561.0,Cancelado
ORD-10759,2024-12-28 16:34:29,CUST-1377,Bocina Portatil,2,Merida,Tarjeta de credito,App movil,5.0,Accesorios,840.91,1681.82,Completado
ORD-11233,2024-01-07 14:05:04,CUST-1230,Silla Ergonomica,1,Monterrey,PayPal,App movil,4.0,Oficina,3031.92,3031.92,Devuelto
ORD-11449,2024-12-18 22:28:32,CUST-1104,Cargador USB-C 65W,4,Merida,Tarjeta de credito,App movil,4.0,Accesorios,437.0,1748.0,Completado
ORD-10548,2024-12-08 10:09:23,CUST-1150,Webcam HD 1080p,5,Ciudad de Mexico,Tarjeta de credito,App movil,4.0,Accesorios,672.8,3364.0,Completado
ORD-10072,2024-03-08 05:11:24,CUST-1250,Cargador USB-C 65W,4,Ciudad de Mexico,PayPal,Sitio web,4.0,Accesorios,454.49,1817.96,Completado
ORD-10590,2024-02-25 10:28:47,CUST-1046,Audifonos Bluetooth,1,Puebla,Tarjeta de debito,Sitio web,4.0,Accesorios,885.92,885.92,Completado
ORD-10187,2024-11-10 01:59:49,CUST-1109,"Monitor Curvo 27""",2,Guadalajara,Tarjeta de credito,App movil,,Computo,6625.62,13251.24,Cancelado
ORD-10105,2024-02-14 13:04:36,CUST-1082,"Monitor Curvo 27""",4,Tijuana,Efectivo contra entrega,App movil,4.0,Computo,6177.1,24708.4,Completado
ORD-10742,2024-02-21 09:25:59,CUST-1160,Disco SSD 1TB,1,Tijuana,Transferencia,App movil,4.0,Almacenamiento,1322.51,1322.51,Completado
ORD-10807,2024-05-09 01:57:03,CUST-1209,Tablet 10 pulgadas,2,Guadalajara,Transferencia,Sitio web,,Computo,3889.09,7778.18,Completado
ORD-11280,2024-06-01 16:46:09,CUST-1093,Teclado Mecanico RGB,1,Puebla,Tarjeta de credito,App movil,5.0,Accesorios,1081.24,1081.24,Completado
ORD-10793,2024-12-18 16:46:25,CUST-1083,Bocina Portatil,3,Guadalajara,PayPal,App movil,4.0,Accesorios,873.97,2621.91,Completado
ORD-11797,2024-11-20 03:58:39,CUST-1371,"Monitor Curvo 27""",1,Merida,Efectivo contra entrega,Sitio web,5.0,Computo,6404.87,6404.87,Completado
ORD-10910,2024-02-01 08:12:00,CUST-1246,Impresora Multifuncional,3,Monterrey,Tarjeta de debito,Sitio web,4.0,Oficina,2489.79,7469.37,Completado
ORD-11416,2024-09-01 03:36:19,CUST-1235,"Monitor Curvo 27""",4,Guadalajara,Tarjeta de credito,Sitio web,5.0,Computo,6238.25,24953.0,Completado
ORD-10547,2024-03-29 23:47:21,CUST-1307,Tablet 10 pulgadas,3,Tijuana,Tarjeta de debito,App movil,4.0,Computo,3932.23,11796.69,Cancelado
ORD-10467,2024-05-02 14:41:46,CUST-1337,Audifonos Bluetooth,2,Guadalajara,Tarjeta de credito,App movil,4.0,Accesorios,953.48,1906.96,Completado
ORD-11587,2024-01-26 16:09:19,CUST-1322,Impresora Multifuncional,1,Tijuana,PayPal,App movil,4.0,Oficina,2456.64,2456.64,Completado
ORD-11808,2024-06-15 07:04:03,CUST-1118,Router WiFi 6,5,Ciudad de Mexico,Tarjeta de credito,App movil,3.0,Redes,1535.45,7677.25,Completado
ORD-11150,2024-08-13 09:00:54,CUST-1203,Router WiFi 6,1,Puebla,Efectivo contra entrega,App movil,4.0,Redes,1613.6,1613.6,Completado
ORD-10907,2024-02-14 22:51:42,CUST-1203,Router WiFi 6,1,Guadalajara,PayPal,Sitio web,4.0,Redes,1867.54,1867.54,Completado
ORD-10361,2024-01-29 04:41:05,CUST-1347,Tablet 10 pulgadas,3,Puebla,Transferencia,App movil,5.0,Computo,4260.15,12780.45,Cancelado
ORD-11092,2024-10-14 09:58:16,CUST-1361,Cargador USB-C 65W,4,Monterrey,Efectivo contra entrega,App movil,,Accesorios,400.36,1601.44,Completado
ORD-10765,2024-02-02 00:34:48,CUST-1207,Router WiFi 6,1,Queretaro,Tarjeta de credito,App movil,,Redes,1717.97,1717.97,Cancelado
ORD-10040,2024-09-14 16:47:52,CUST-1206,Laptop Gamer X15,2,Puebla,Tarjeta de credito,Sitio web,4.0,Computo,18043.4,36086.8,Completado
ORD-10833,2024-09-13 19:25:23,CUST-1270,Disco SSD 1TB,2,Queretaro,Efectivo contra entrega,App movil,3.0,Almacenamiento,1237.14,2474.28,Completado
ORD-10602,2024-06-26 05:53:14,CUST-1324,Laptop Gamer X15,4,Guadalajara,PayPal,Sitio web,5.0,Computo,18747.02,74988.08,Completado
ORD-10789,2024-06-29 13:48:09,CUST-1217,Cargador USB-C 65W,-1,Guadalajara,Efectivo contra entrega,Sitio web,3.0,Accesorios,422.99,-422.99,Completado
ORD-11454,2024-07-03 13:45:28,CUST-1077,Tablet 10 pulgadas,2,Guadalajara,Tarjeta de credito,App movil,5.0,Computo,4181.6,8363.2,Cancelado
ORD-11545,2024-10-13 18:44:28,CUST-1370,Router WiFi 6,5,,PayPal,Marketplace,1.0,Redes,1703.42,8517.1,Completado
ORD-10938,2024-08-18 15:20:43,CUST-1380,Audifonos Bluetooth,1,Monterrey,PayPal,App movil,5.0,Accesorios,953.61,953.61,Completado
ORD-10328,2024-03-22 09:56:54,CUST-1364,Laptop Ultrabook Air,1,Puebla,Transferencia,Marketplace,3.0,Computo,13904.69,13904.69,Completado
ORD-11755,2024-12-03 15:44:17,CUST-1358,Disco SSD 1TB,3,Monterrey,PayPal,Marketplace,5.0,Almacenamiento,1248.28,3744.84,Completado
ORD-11715,2024-03-18 15:20:06,CUST-1183,Laptop Ultrabook Air,2,Puebla,Transferencia,Marketplace,1.0,Computo,13895.91,27791.82,Devuelto
ORD-11748,2024-12-16 04:22:10,CUST-1343,Mouse Inalambrico Pro,2,Puebla,PayPal,Sitio web,4.0,Accesorios,311.28,622.56,Completado
ORD-10263,2024-11-07 09:44:50,CUST-1001,Webcam HD 1080p,1,Merida,Tarjeta de credito,App movil,3.0,Accesorios,660.2,660.2,Completado
ORD-10101,2024-02-24 04:16:18,CUST-1376,Laptop Ultrabook Air,2,Guadalajara,Transferencia,App movil,4.0,Computo,13600.46,27200.92,Completado
ORD-11313,2024-11-21 07:44:55,CUST-1375,Disco SSD 1TB,3,Merida,Transferencia,App movil,1.0,Almacenamiento,1319.73,3959.19,Devuelto
ORD-10982,2024-08-10 06:21:04,CUST-1034,Teclado Mecanico RGB,5,Guadalajara,PayPal,App movil,4.0,Accesorios,1169.07,5845.35,Completado
